t,fr,fl,br,bl,pitch,roll,yaw,pp,pi,pd,rp,ri,rd,ch3
58950,1057.4531,1063.8217,1060.1782,1066.5468,2.0625,4.7500,36.0000,-0.4125,-1.0750,0.1250,-0.9500,-2.2344,0.0000,1362
58990,1057.3156,1063.7219,1060.2780,1066.6843,2.0625,4.7500,35.8125,-0.4125,-1.0687,0.0000,-0.9500,-2.2531,0.0000,1362
59031,1057.4375,1063.3312,1060.6687,1066.5625,2.1250,4.6250,35.6250,-0.4250,-1.0656,-0.1250,-0.9250,-2.2719,0.2500,1362
59071,1057.5781,1063.4467,1060.5532,1066.4218,2.1250,4.5000,35.4375,-0.4250,-1.0625,0.0000,-0.9000,-2.2844,0.2500,1362
59110,1057.4594,1063.2968,1060.7031,1066.5405,2.1875,4.3750,35.2500,-0.4375,-1.0594,-0.1250,-0.8750,-2.2938,0.2500,1362
59150,1055.4687,1061.2624,1058.7375,1064.5312,2.2500,4.2500,35.1250,-0.4500,-1.0594,-0.1250,-0.8500,-2.2969,0.2500,1360
59190,1054.6219,1060.3531,1057.6468,1063.3780,2.2500,4.1250,35.0625,-0.4500,-1.0625,0.0000,-0.8250,-2.2906,0.2500,1359
59230,1053.5250,1059.1688,1056.8311,1062.4749,2.3125,4.0000,34.9375,-0.4625,-1.0656,-0.1250,-0.8000,-2.2719,0.2500,1358
59271,1052.5562,1058.3624,1055.6375,1061.4437,2.3125,3.9375,34.8750,-0.4625,-1.0781,0.0000,-0.7875,-2.2406,0.1250,1357
59311,1051.5937,1057.5749,1054.4250,1060.4062,2.2500,3.9375,34.8125,-0.4500,-1.0906,0.1250,-0.7875,-2.2031,0.0000,1356
59351,1051.3657,1057.2656,1054.7343,1060.6342,2.3125,3.9375,34.8125,-0.4625,-1.0969,-0.1250,-0.7875,-2.1625,0.0000,1356
59389,1052.5187,1058.6125,1055.3874,1061.4812,2.2500,4.0000,34.8125,-0.4500,-1.1094,0.1250,-0.8000,-2.1219,-0.1250,1357
59430,1053.5468,1059.3156,1056.6843,1062.4531,2.2500,4.0000,34.8750,-0.4500,-1.1187,0.0000,-0.8000,-2.0844,0.0000,1358
59470,1055.5718,1061.2781,1058.7218,1064.4281,2.2500,4.0000,34.9375,-0.4500,-1.1250,0.0000,-0.8000,-2.0531,0.0000,1360
59510,1056.8656,1062.5218,1059.4781,1065.1343,2.1250,4.0000,34.9375,-0.4250,-1.1312,0.2500,-0.8000,-2.0281,0.0000,1361
59550,1057.6374,1062.9812,1061.0187,1066.3625,2.1875,3.9375,35.0625,-0.4375,-1.1281,-0.1250,-0.7875,-2.0094,0.1250,1362
59590,1057.6562,1063.2187,1060.7812,1066.3437,2.1875,3.9375,35.1875,-0.4375,-1.1250,0.0000,-0.7875,-1.9937,0.0000,1362
59630,1057.5312,1063.3500,1060.6499,1066.4687,2.1875,4.0000,35.2500,-0.4375,-1.1219,0.0000,-0.8000,-1.9844,-0.1250,1362
59670,1057.5249,1063.0937,1060.9062,1066.4750,2.2500,4.0000,35.4375,-0.4500,-1.1156,-0.1250,-0.8000,-1.9844,0.0000,1362
59710,1057.5124,1063.6374,1060.3625,1066.4875,2.1875,4.1250,35.5625,-0.4375,-1.1125,0.1250,-0.8250,-1.9875,-0.2500,1362
59750,1057.4936,1063.6875,1060.3125,1066.5063,2.1250,4.2500,35.7500,-0.4250,-1.1094,0.1250,-0.8500,-1.9969,-0.2500,1362
59790,1055.0625,1061.3374,1058.6625,1064.9375,2.2500,4.3750,36.0000,-0.4500,-1.1000,-0.2500,-0.8750,-2.0125,-0.2500,1360
59830,1054.2686,1060.6312,1057.3687,1063.7313,2.2500,4.5000,36.1875,-0.4500,-1.1000,0.0000,-0.9000,-2.0313,-0.2500,1359
59870,1053.4937,1059.6812,1056.3187,1062.5062,2.1875,4.5625,36.3750,-0.4375,-1.1000,0.1250,-0.9125,-2.0563,-0.1250,1358
59910,1052.1937,1058.4625,1055.5374,1061.8062,2.2500,4.6250,36.6250,-0.4500,-1.0969,-0.1250,-0.9250,-2.0844,-0.1250,1357
59950,1051.5437,1057.6250,1054.3750,1060.4562,2.1875,4.6250,36.7500,-0.4375,-1.1031,0.1250,-0.9250,-2.1156,0.0000,1356
59990,1051.3843,1057.5343,1054.4656,1060.6156,2.1875,4.6250,37.0000,-0.4375,-1.1031,0.0000,-0.9250,-2.1500,0.0000,1356
60029,1052.2124,1058.1562,1055.8437,1061.7875,2.3125,4.5625,37.1875,-0.4625,-1.1031,-0.2500,-0.9125,-2.1844,0.1250,1357
60070,1053.5781,1059.5532,1056.4467,1062.4218,2.2500,4.5000,37.3750,-0.4500,-1.1094,0.1250,-0.9000,-2.2125,0.1250,1358
60110,1055.5781,1061.5781,1058.4218,1064.4218,2.1875,4.4375,37.5625,-0.4375,-1.1094,0.1250,-0.8875,-2.2375,0.1250,1360
60150,1056.3125,1062.3188,1059.6811,1065.6875,2.2500,4.3750,37.7500,-0.4500,-1.1094,-0.1250,-0.8750,-2.2531,0.1250,1361
60190,1057.4375,1063.7062,1060.2937,1066.5625,2.1875,4.3750,37.8750,-0.4375,-1.1156,0.1250,-0.8750,-2.2594,0.0000,1362
60230,1058.3155,1064.5843,1061.4156,1067.6844,2.1875,4.3750,38.0625,-0.4375,-1.1125,0.0000,-0.8750,-2.2594,0.0000,1363
60270,1058.1875,1064.4438,1061.5561,1067.8125,2.2500,4.3750,38.1875,-0.4500,-1.1094,-0.1250,-0.8750,-2.2531,0.0000,1363
60310,1058.4561,1064.6937,1061.3062,1067.5438,2.1875,4.3750,38.3125,-0.4375,-1.1125,0.1250,-0.8750,-2.2438,0.0000,1363
60350,1058.4843,1064.6967,1061.3032,1067.5156,2.1250,4.3750,38.4375,-0.4250,-1.1094,0.1250,-0.8750,-2.2313,0.0000,1363
60391,1058.2375,1064.4250,1061.5749,1067.7624,2.1875,4.3750,38.5000,-0.4375,-1.1062,-0.1250,-0.8750,-2.2188,0.0000,1363
60431,1057.6500,1063.5374,1060.4625,1066.3499,2.1250,4.3125,38.6250,-0.4250,-1.1062,0.1250,-0.8625,-2.2063,0.1250,1362
60471,1055.4218,1061.5344,1058.4655,1064.5781,2.1250,4.3125,38.6875,-0.4250,-1.0969,0.0000,-0.8625,-2.1938,0.0000,1360
60511,1054.3000,1060.3937,1057.6062,1063.6999,2.1875,4.3125,38.7500,-0.4375,-1.0906,-0.1250,-0.8625,-2.1844,0.0000,1359
60550,1054.7061,1060.7874,1057.2125,1063.2938,2.0625,4.3125,38.8125,-0.4125,-1.0906,0.2500,-0.8625,-2.1781,0.0000,1359
60591,1055.4687,1061.5437,1058.4562,1064.5312,2.0625,4.3125,38.8125,-0.4125,-1.0813,0.0000,-0.8625,-2.1750,0.0000,1360
60631,1057.4780,1063.5468,1060.4531,1066.5219,2.0625,4.3125,38.8125,-0.4125,-1.0750,0.0000,-0.8625,-2.1719,0.0000,1362
60670,1061.3500,1067.6875,1064.3125,1070.6499,2.0625,4.3750,38.8125,-0.4125,-1.0687,0.0000,-0.8750,-2.1688,-0.1250,1366
60710,1065.2094,1071.2968,1068.7031,1074.7905,2.1875,4.3750,38.8125,-0.4375,-1.0594,-0.2500,-0.8750,-2.1688,0.0000,1370
60750,1069.5969,1075.6843,1072.3156,1078.4030,2.1250,4.3750,38.7500,-0.4250,-1.0594,0.1250,-0.8750,-2.1688,0.0000,1374
60791,1073.3343,1079.6968,1076.3031,1082.6656,2.1250,4.4375,38.6250,-0.4250,-1.0594,0.0000,-0.8875,-2.1688,-0.1250,1378
60831,1078.3218,1084.1656,1081.8343,1087.6781,2.2500,4.3750,38.5625,-0.4500,-1.0562,-0.2500,-0.8750,-2.1719,0.1250,1383
60871,1082.4375,1088.8125,1085.1875,1091.5625,2.1875,4.4375,38.3750,-0.4375,-1.0625,0.1250,-0.8875,-2.1750,-0.1250,1387
60910,1086.4281,1092.5655,1089.4344,1095.5718,2.1875,4.4375,38.2500,-0.4375,-1.0656,0.0000,-0.8875,-2.1813,0.0000,1391
60950,1090.0093,1096.7093,1093.2906,1099.9906,2.2500,4.5625,38.0625,-0.4500,-1.0656,-0.1250,-0.9125,-2.1875,-0.2500,1395
60991,1093.8125,1101.1374,1096.8625,1104.1875,2.2500,4.8125,37.8125,-0.4500,-1.0750,0.0000,-0.9625,-2.2000,-0.5000,1399
61031,1094.4531,1102.2031,1097.7968,1105.5468,2.3125,5.1250,37.5625,-0.4625,-1.0844,-0.1250,-1.0250,-2.2250,-0.6250,1400
61071,1093.3249,1101.8312,1096.1687,1104.6750,2.2500,5.5625,37.1875,-0.4500,-1.0969,0.1250,-1.1125,-2.2656,-0.8750,1399
61110,1093.0438,1102.1187,1095.8812,1104.9561,2.1875,6.0625,36.8750,-0.4375,-1.1062,0.1250,-1.2125,-2.3250,-1.0000,1399
61150,1090.4594,1100.4531,1093.5468,1103.5405,2.1875,6.6875,36.5000,-0.4375,-1.1062,0.0000,-1.3375,-2.4094,-1.2500,1397
61191,1089.2155,1099.9655,1092.0344,1102.7844,2.1250,7.3750,36.1250,-0.4250,-1.1094,0.1250,-1.4750,-2.5250,-1.3750,1396
61231,1087.9437,1098.9874,1091.0125,1102.0562,2.1250,8.0000,35.7500,-0.4250,-1.1094,0.0000,-1.6000,-2.6719,-1.2500,1395
61271,1087.2313,1099.1624,1090.8375,1102.7686,2.2500,8.6875,35.3125,-0.4500,-1.1031,-0.2500,-1.7375,-2.8531,-1.3750,1395
61309,1088.5406,1100.6219,1091.3780,1103.4593,2.1875,9.2500,34.8750,-0.4375,-1.1062,0.1250,-1.8500,-3.0656,-1.1250,1396
61350,1086.2000,1098.7125,1089.2874,1101.7999,2.1875,9.7500,34.5000,-0.4375,-1.1062,0.0000,-1.9500,-3.3063,-1.0000,1394
61391,1082.2562,1094.6624,1085.3375,1097.7437,2.1875,10.0625,34.1250,-0.4375,-1.1031,0.0000,-2.0125,-3.5656,-0.6250,1390
61431,1078.3469,1091.1281,1080.8718,1093.6530,2.0625,10.3125,33.6875,-0.4125,-1.1000,0.2500,-2.0625,-3.8281,-0.5000,1386
61471,1074.2125,1086.5125,1077.4874,1089.7874,2.1250,10.3125,33.3125,-0.4250,-1.0875,-0.1250,-2.0625,-4.0875,0.0000,1382
61510,1068.5186,1080.7437,1071.2562,1083.4813,2.0625,10.1875,32.8750,-0.4125,-1.0813,0.1250,-2.0375,-4.3250,0.2500,1376
61550,1066.9062,1078.6687,1069.3312,1081.0937,1.9375,9.8750,32.5000,-0.3875,-1.0750,0.2500,-1.9750,-4.5313,0.6250,1374
61591,1065.7093,1077.1156,1068.8843,1080.2906,2.0000,9.4375,32.1250,-0.4000,-1.0625,-0.1250,-1.8875,-4.6906,0.8750,1373
61631,1065.9625,1076.8499,1069.1500,1080.0374,2.0625,8.8750,31.8125,-0.4125,-1.0562,-0.1250,-1.7750,-4.7938,1.1250,1373
61671,1066.4344,1076.6343,1069.3656,1079.5655,2.0625,8.1875,31.5000,-0.4125,-1.0531,0.0000,-1.6375,-4.8375,1.3750,1373
61710,1065.4687,1074.7937,1069.2062,1078.5312,2.2500,7.3750,31.2500,-0.4500,-1.0437,-0.3750,-1.4750,-4.8125,1.6250,1372
61750,1064.9594,1074.0468,1067.9531,1077.0405,2.2500,6.6250,30.9375,-0.4500,-1.0469,0.0000,-1.3250,-4.7188,1.5000,1371
61791,1064.2625,1072.4625,1067.5374,1075.7374,2.3125,5.8125,30.6875,-0.4625,-1.0500,-0.1250,-1.1625,-4.5625,1.6250,1370
61831,1063.4813,1070.9312,1067.0687,1074.5186,2.4375,5.0000,30.5000,-0.4875,-1.0562,-0.2500,-1.0000,-4.3500,1.6250,1369
61871,1062.5906,1070.0093,1065.9906,1073.4093,2.5000,4.3750,30.3125,-0.5000,-1.0750,-0.1250,-0.8750,-4.0844,1.2500,1368
61910,1062.8437,1069.6938,1066.3061,1073.1562,2.5625,3.8125,30.1875,-0.5125,-1.0937,-0.1250,-0.7625,-3.7875,1.1250,1368
61949,1064.2375,1070.5000,1067.5000,1073.7624,2.5625,3.3125,30.0625,-0.5125,-1.1187,0.0000,-0.6625,-3.4688,1.0000,1369
61990,1064.0843,1070.5906,1067.4093,1073.9156,2.5625,3.0625,30.0000,-0.5125,-1.1500,0.0000,-0.6125,-3.1406,0.5000,1369
62030,1065.1499,1071.4687,1068.5312,1074.8500,2.5625,2.9375,29.9375,-0.5125,-1.1781,0.0000,-0.5875,-2.8219,0.2500,1370
62070,1066.0344,1072.5344,1069.4655,1075.9655,2.5625,3.0000,29.9375,-0.5125,-1.2031,0.0000,-0.6000,-2.5250,-0.1250,1371
62110,1068.1187,1074.6749,1071.3250,1077.8812,2.5000,3.1875,29.9375,-0.5000,-1.2281,0.1250,-0.6375,-2.2656,-0.3750,1373
62150,1067.7406,1074.7781,1071.2218,1078.2593,2.5000,3.5625,29.9375,-0.5000,-1.2406,0.0000,-0.7125,-2.0563,-0.7500,1373
62190,1067.5312,1074.9624,1071.0375,1078.4687,2.5000,4.0625,30.0000,-0.5000,-1.2531,0.0000,-0.8125,-1.9031,-1.0000,1373
62230,1068.6468,1076.1031,1071.8968,1079.3531,2.4375,4.5625,30.0625,-0.4875,-1.2625,0.1250,-0.9125,-1.8156,-1.0000,1374
62270,1068.3062,1075.9188,1072.0811,1079.6937,2.5000,5.0625,30.1250,-0.5000,-1.2625,-0.1250,-1.0125,-1.7937,-1.0000,1374
62310,1068.4343,1076.5905,1071.4094,1079.5656,2.3750,5.6250,30.2500,-0.4750,-1.2625,0.2500,-1.1250,-1.8281,-1.1250,1374
62350,1066.2656,1074.5532,1069.4467,1077.7343,2.3125,6.1250,30.3750,-0.4625,-1.2531,0.1250,-1.2250,-1.9187,-1.0000,1372
62390,1065.0500,1073.5437,1068.4562,1076.9499,2.3125,6.5625,30.5625,-0.4625,-1.2406,0.0000,-1.3125,-2.0594,-0.8750,1371
62430,1064.3499,1072.5438,1067.4561,1075.6500,2.2500,6.8125,30.7500,-0.4500,-1.2281,0.1250,-1.3625,-2.2344,-0.5000,1370
62470,1062.2718,1070.4031,1065.5968,1073.7281,2.2500,6.9375,30.9375,-0.4500,-1.2125,0.0000,-1.3875,-2.4281,-0.2500,1368
62510,1061.2031,1069.5031,1064.4968,1072.7968,2.2500,7.0000,31.1875,-0.4500,-1.1969,0.0000,-1.4000,-2.6250,-0.1250,1367
62550,1061.5625,1069.4438,1064.5561,1072.4375,2.1875,6.8750,31.3750,-0.4375,-1.1844,0.1250,-1.3750,-2.8156,0.2500,1367
62589,1063.4499,1071.0625,1066.9375,1074.5500,2.2500,6.6250,31.6875,-0.4500,-1.1687,-0.1250,-1.3250,-2.9813,0.5000,1369
62630,1064.7844,1072.2780,1067.7219,1075.2155,2.1875,6.3125,31.9375,-0.4375,-1.1562,0.1250,-1.2625,-3.1094,0.6250,1370
62670,1065.7843,1073.0531,1068.9468,1076.2156,2.1875,5.9375,32.1875,-0.4375,-1.1438,0.0000,-1.1875,-3.1969,0.7500,1371
62710,1067.6937,1075.1749,1070.8250,1078.3062,2.1875,5.6250,32.4375,-0.4375,-1.1281,0.0000,-1.1250,-3.2406,0.6250,1373
62750,1069.0406,1075.5718,1072.4281,1078.9593,2.2500,5.1250,32.7500,-0.4500,-1.1187,-0.1250,-1.0250,-3.2406,1.0000,1374
62790,1069.1812,1075.9625,1072.0374,1078.8187,2.1875,4.7500,33.0000,-0.4375,-1.1156,0.1250,-0.9500,-3.1906,0.7500,1374
62830,1068.9531,1075.6782,1072.3217,1079.0468,2.2500,4.4375,33.3125,-0.4500,-1.1094,-0.1250,-0.8875,-3.1000,0.6250,1374
62870,1068.9843,1075.8969,1072.1030,1079.0156,2.2500,4.2500,33.5625,-0.4500,-1.1094,0.0000,-0.8500,-2.9813,0.3750,1374
62910,1069.2937,1076.1374,1071.8625,1078.7062,2.1250,4.1250,33.8125,-0.4250,-1.1094,0.2500,-0.8250,-2.8469,0.2500,1374
62951,1068.8062,1075.8624,1072.1375,1079.1937,2.1875,4.1250,34.0625,-0.4375,-1.1031,-0.1250,-0.8250,-2.7031,0.0000,1374
62991,1067.9312,1074.9874,1071.0125,1078.0687,2.1875,4.1875,34.3750,-0.4375,-1.1031,0.0000,-0.8375,-2.5656,-0.1250,1373
63031,1065.9062,1073.2937,1068.7062,1076.0937,2.1250,4.3750,34.6250,-0.4250,-1.1000,0.1250,-0.8750,-2.4438,-0.3750,1371
63070,1064.7061,1071.9749,1068.0250,1075.2938,2.1875,4.5625,34.8750,-0.4375,-1.0969,-0.1250,-0.9125,-2.3469,-0.3750,1370
63110,1064.0000,1071.2062,1066.7937,1074.0000,2.1250,4.7500,35.1250,-0.4250,-1.0969,0.1250,-0.9500,-2.2781,-0.3750,1369
63151,1062.7468,1069.9406,1066.0593,1073.2531,2.1875,4.9375,35.3750,-0.4375,-1.0937,-0.1250,-0.9875,-2.2344,-0.3750,1368
63191,1062.7093,1069.6844,1066.3155,1073.2906,2.3125,5.0625,35.6250,-0.4625,-1.0906,-0.2500,-1.0125,-2.2250,-0.2500,1368
63232,1063.9125,1070.9687,1067.0312,1074.0874,2.3125,5.1875,35.8125,-0.4625,-1.0969,0.0000,-1.0375,-2.2406,-0.2500,1369
63270,1065.9843,1072.6157,1069.3842,1076.0156,2.3750,5.1875,36.0000,-0.4750,-1.1000,-0.1250,-1.0375,-2.2781,0.0000,1371
63310,1066.7812,1073.5063,1070.4936,1077.2187,2.5000,5.1875,36.1875,-0.5000,-1.1062,-0.2500,-1.0375,-2.3250,0.0000,1372
63351,1068.9593,1075.7906,1072.2093,1079.0406,2.5000,5.1875,36.3125,-0.5000,-1.1250,0.0000,-1.0375,-2.3781,0.0000,1374
63391,1070.7530,1077.4156,1074.5843,1081.2469,2.6250,5.1250,36.5000,-0.5250,-1.1406,-0.2500,-1.0250,-2.4313,0.1250,1376
63431,1071.6718,1078.6782,1075.3217,1082.3281,2.6875,5.1250,36.5625,-0.5375,-1.1625,-0.1250,-1.0250,-2.4781,0.0000,1377
63470,1071.8687,1078.9500,1075.0499,1082.1312,2.6250,5.1250,36.6250,-0.5250,-1.1906,0.1250,-1.0250,-2.5156,0.0000,1377
63510,1072.2812,1079.9687,1076.0312,1083.7187,2.6875,5.2500,36.6875,-0.5375,-1.2125,-0.1250,-1.0500,-2.5438,-0.2500,1378
63551,1072.3281,1080.1157,1075.8842,1083.6718,2.6875,5.3750,36.6875,-0.5375,-1.2406,0.0000,-1.0750,-2.5688,-0.2500,1378
63591,1072.1187,1080.2750,1075.7249,1083.8812,2.6875,5.5625,36.6875,-0.5375,-1.2656,0.0000,-1.1125,-2.5906,-0.3750,1378
63631,1071.0374,1079.0438,1074.9561,1082.9625,2.7500,5.6875,36.6875,-0.5500,-1.2844,-0.1250,-1.1375,-2.6156,-0.2500,1377
63670,1069.9531,1078.3344,1073.6655,1082.0468,2.7500,5.8750,36.5625,-0.5500,-1.3062,0.0000,-1.1750,-2.6406,-0.3750,1376
63710,1068.8625,1077.3874,1072.6125,1081.1374,2.7500,6.0625,36.4375,-0.5500,-1.3250,0.0000,-1.2125,-2.6750,-0.3750,1375
63751,1067.0438,1075.1812,1070.8187,1078.9561,2.7500,6.1250,36.3750,-0.5500,-1.3375,0.0000,-1.2250,-2.7188,-0.1250,1373
63791,1065.9719,1074.5031,1069.4968,1078.0280,2.6875,6.2500,36.1875,-0.5375,-1.3500,0.1250,-1.2500,-2.7656,-0.2500,1372
63831,1066.1749,1074.3187,1069.6812,1077.8250,2.6250,6.2500,36.0000,-0.5250,-1.3531,0.1250,-1.2500,-2.8219,0.0000,1372
63869,1068.1343,1076.1156,1071.8843,1079.8656,2.6250,6.1875,35.8125,-0.5250,-1.3500,0.0000,-1.2375,-2.8781,0.1250,1374
63910,1069.3686,1077.1562,1072.8437,1080.6313,2.5625,6.0625,35.6250,-0.5125,-1.3500,0.1250,-1.2125,-2.9313,0.2500,1375
63951,1070.3719,1077.9156,1074.0843,1081.6280,2.5625,5.8750,35.3750,-0.5125,-1.3437,0.0000,-1.1750,-2.9719,0.3750,1376
63991,1071.5280,1079.0468,1074.9531,1082.4719,2.5000,5.6875,35.1250,-0.5000,-1.3375,0.1250,-1.1375,-2.9969,0.3750,1377
64031,1073.5811,1081.0374,1076.9625,1084.4188,2.4375,5.5000,34.8125,-0.4875,-1.3281,0.1250,-1.1000,-3.0031,0.3750,1379
64070,1073.5186,1080.8812,1077.1187,1084.4813,2.4375,5.3125,34.5625,-0.4875,-1.3125,0.0000,-1.0625,-2.9938,0.3750,1379
64110,1073.4625,1081.2437,1076.7562,1084.5374,2.3750,5.2500,34.2500,-0.4750,-1.2969,0.1250,-1.0500,-2.9656,0.1250,1379
64151,1073.4094,1081.3593,1076.6406,1084.5905,2.3125,5.2500,33.9375,-0.4625,-1.2781,0.1250,-1.0500,-2.9250,0.0000,1379
64191,1073.0750,1081.2125,1076.7874,1084.9249,2.3750,5.3125,33.6250,-0.4750,-1.2562,-0.1250,-1.0625,-2.8813,-0.1250,1379
64231,1073.2500,1081.5937,1076.4062,1084.7500,2.3125,5.4375,33.3125,-0.4625,-1.2406,0.1250,-1.0875,-2.8344,-0.2500,1379
64270,1071.0187,1079.6062,1074.3937,1082.9812,2.3125,5.6250,33.0000,-0.4625,-1.2250,0.0000,-1.1250,-2.7938,-0.3750,1377
64310,1070.0250,1078.3563,1073.6436,1081.9749,2.3750,5.7500,32.6250,-0.4750,-1.2094,-0.1250,-1.1500,-2.7656,-0.2500,1376
64351,1069.1500,1077.7750,1072.2249,1080.8499,2.3125,5.9375,32.3125,-0.4625,-1.2000,0.1250,-1.1875,-2.7500,-0.3750,1375
64391,1068.1343,1076.5655,1071.4344,1079.8656,2.3125,6.0625,32.0000,-0.4625,-1.1875,0.0000,-1.2125,-2.7531,-0.2500,1374
64431,1067.2374,1075.7562,1070.2437,1078.7625,2.2500,6.1875,31.7500,-0.4500,-1.1781,0.1250,-1.2375,-2.7719,-0.2500,1373
64470,1067.3375,1075.4249,1070.5750,1078.6624,2.2500,6.1875,31.4375,-0.4500,-1.1687,0.0000,-1.2375,-2.8063,0.0000,1373
64509,1068.3032,1076.2031,1071.7968,1079.6967,2.3125,6.1250,31.2500,-0.4625,-1.1594,-0.1250,-1.2250,-2.8500,0.1250,1374
64550,1069.4000,1077.3624,1072.6375,1080.5999,2.3125,6.0625,31.0000,-0.4625,-1.1562,0.0000,-1.2125,-2.8937,0.1250,1375
64590,1070.5093,1078.2530,1073.7469,1081.4906,2.3125,5.9375,30.8125,-0.4625,-1.1562,0.0000,-1.1875,-2.9344,0.2500,1376
64630,1071.3686,1079.1250,1074.8750,1082.6313,2.3750,5.8125,30.6875,-0.4750,-1.1531,-0.1250,-1.1625,-2.9656,0.2500,1377
64670,1072.4968,1080.5156,1075.4843,1083.5031,2.3125,5.7500,30.5000,-0.4625,-1.1562,0.1250,-1.1500,-2.9844,0.1250,1378
64710,1072.3780,1080.3843,1075.6156,1083.6219,2.3125,5.6875,30.4375,-0.4625,-1.1562,0.0000,-1.1375,-2.9906,0.1250,1378
64750,1072.2592,1080.2343,1075.7656,1083.7407,2.3750,5.6250,30.3750,-0.4750,-1.1531,-0.1250,-1.1250,-2.9875,0.1250,1378
64790,1072.1343,1080.6031,1075.3968,1083.8656,2.3750,5.6875,30.2500,-0.4750,-1.1562,0.0000,-1.1375,-2.9719,-0.1250,1378
