t,fr,fl,br,bl,pitch,roll,yaw,pp,pi,pd,rp,ri,rd,ch3
76669,1087.1749,1098.2750,1091.7249,1102.8250,3.3125,7.9375,32.0000,-0.6625,-1.6125,0.0000,-1.5875,-4.0875,0.1250,1395
76709,1088.9093,1100.2406,1093.7593,1105.0906,3.3750,7.9375,32.0625,-0.6750,-1.6250,-0.1250,-1.5875,-4.0781,0.0000,1397
76751,1090.0344,1101.0656,1094.9343,1105.9655,3.4375,7.8750,32.0625,-0.6875,-1.6375,-0.1250,-1.5750,-4.0656,0.1250,1398
76791,1091.1782,1102.4218,1095.5781,1106.8217,3.3750,7.8750,32.1250,-0.6750,-1.6500,0.1250,-1.5750,-4.0469,0.0000,1399
76831,1092.2061,1103.1312,1096.8687,1107.7938,3.3750,7.8125,32.1250,-0.6750,-1.6562,0.0000,-1.5625,-4.0250,0.1250,1400
76870,1092.0969,1103.2219,1096.7780,1107.9030,3.3750,7.8125,32.1875,-0.6750,-1.6656,0.0000,-1.5625,-4.0000,0.0000,1400
76910,1092.3874,1103.4687,1096.5312,1107.6125,3.2500,7.8125,32.1875,-0.6500,-1.6719,0.2500,-1.5625,-3.9781,0.0000,1400
76951,1093.2937,1104.0625,1097.9375,1108.7062,3.2500,7.7500,32.1875,-0.6500,-1.6719,0.0000,-1.5500,-3.9594,0.1250,1401
76991,1093.3281,1104.3093,1097.6906,1108.6718,3.1875,7.7500,32.1875,-0.6375,-1.6687,0.1250,-1.5500,-3.9406,0.0000,1401
77031,1093.3593,1104.5905,1097.4094,1108.6406,3.0625,7.8125,32.1875,-0.6125,-1.6625,0.2500,-1.5625,-3.9281,-0.1250,1401
77070,1093.1187,1104.3563,1097.6436,1108.8812,3.0625,7.8750,32.1875,-0.6125,-1.6500,0.0000,-1.5750,-3.9188,-0.1250,1401
77110,1092.3968,1103.3780,1096.6219,1107.6031,3.0000,7.8750,32.1250,-0.6000,-1.6375,0.1250,-1.5750,-3.9156,0.0000,1400
77151,1091.4311,1102.4062,1095.5937,1106.5688,2.9375,7.8750,32.1250,-0.5875,-1.6187,0.1250,-1.5750,-3.9125,0.0000,1399
77191,1091.0562,1102.3062,1095.6937,1106.9437,3.0000,7.9375,32.0625,-0.6000,-1.5937,-0.1250,-1.5875,-3.9125,-0.1250,1399
77230,1090.4593,1101.4656,1094.5343,1105.5406,2.9375,7.9375,32.0000,-0.5875,-1.5750,0.1250,-1.5875,-3.9156,0.0000,1398
77270,1090.3500,1101.0937,1094.9062,1105.6499,3.0000,7.8750,32.0000,-0.6000,-1.5531,-0.1250,-1.5750,-3.9219,0.1250,1398
77309,1092.5031,1103.5031,1096.4968,1107.4968,2.9375,7.8750,31.9375,-0.5875,-1.5344,0.1250,-1.5750,-3.9250,0.0000,1400
77349,1093.2531,1104.5344,1097.4655,1108.7468,2.9375,7.9375,31.8750,-0.5875,-1.5188,0.0000,-1.5875,-3.9281,-0.1250,1401
77390,1095.3843,1106.4344,1099.5655,1110.6156,2.9375,7.9375,31.8125,-0.5875,-1.5031,0.0000,-1.5875,-3.9375,0.0000,1403
77430,1096.3874,1107.4562,1100.5437,1111.6125,2.9375,7.9375,31.7500,-0.5875,-1.4906,0.0000,-1.5875,-3.9469,0.0000,1404
77470,1097.2500,1108.6062,1101.3937,1112.7500,2.9375,8.0000,31.7500,-0.5875,-1.4844,0.0000,-1.6000,-3.9531,-0.1250,1405
77510,1097.0999,1108.4937,1101.5062,1112.9000,3.0000,8.0625,31.6875,-0.6000,-1.4781,-0.1250,-1.6125,-3.9594,-0.1250,1405
77550,1097.2031,1108.3657,1101.6342,1112.7968,3.0625,8.0625,31.6250,-0.6125,-1.4781,-0.1250,-1.6125,-3.9688,0.0000,1405
77590,1097.3125,1108.4936,1101.5063,1112.6875,3.0625,8.0625,31.5625,-0.6125,-1.4844,0.0000,-1.6125,-3.9781,0.0000,1405
77630,1097.3031,1108.2218,1101.7781,1112.6968,3.1250,8.0000,31.5625,-0.6250,-1.4875,-0.1250,-1.6000,-3.9844,0.1250,1405
77670,1097.2906,1108.1905,1101.8094,1112.7093,3.1875,7.9375,31.5625,-0.6375,-1.4969,-0.1250,-1.5875,-3.9875,0.1250,1405
77710,1096.4156,1107.0218,1100.9781,1111.5843,3.2500,7.8125,31.5000,-0.6500,-1.5062,-0.1250,-1.5625,-3.9906,0.2500,1404
77750,1094.6906,1104.9655,1099.0344,1109.3093,3.2500,7.6250,31.5000,-0.6500,-1.5219,0.0000,-1.5250,-3.9875,0.3750,1402
77790,1093.3156,1104.0344,1097.9655,1108.6843,3.3125,7.5625,31.4375,-0.6625,-1.5375,-0.1250,-1.5125,-3.9719,0.1250,1401
77830,1092.4531,1103.1093,1096.8906,1107.5468,3.3125,7.5000,31.4375,-0.6625,-1.5562,0.0000,-1.5000,-3.9531,0.1250,1400
77870,1091.3311,1102.1937,1095.8062,1106.6688,3.3125,7.5000,31.3750,-0.6625,-1.5750,0.0000,-1.5000,-3.9313,0.0000,1399
77910,1090.9249,1102.2874,1095.7125,1107.0750,3.3750,7.6250,31.3750,-0.6750,-1.5937,-0.1250,-1.5250,-3.9063,-0.2500,1399
77949,1093.3032,1104.6718,1097.3281,1108.6967,3.2500,7.7500,31.3125,-0.6500,-1.6125,0.2500,-1.5500,-3.8844,-0.2500,1401
77990,1093.8968,1105.2843,1098.7156,1110.1031,3.3125,7.8750,31.3125,-0.6625,-1.6219,-0.1250,-1.5750,-3.8688,-0.2500,1402
78030,1096.1312,1107.5499,1100.4500,1111.8687,3.2500,8.0000,31.2500,-0.6500,-1.6344,0.1250,-1.6000,-3.8594,-0.2500,1404
78070,1097.3874,1108.5812,1101.4187,1112.6125,3.1250,8.0625,31.2500,-0.6250,-1.6406,0.2500,-1.6125,-3.8594,-0.1250,1405
78110,1099.1219,1110.3531,1103.6468,1114.8780,3.1250,8.1250,31.2500,-0.6250,-1.6375,0.0000,-1.6250,-3.8656,-0.1250,1407
78150,1099.2374,1110.5250,1103.4749,1114.7625,3.0625,8.1875,31.1875,-0.6125,-1.6312,0.1250,-1.6375,-3.8813,-0.1250,1407
78190,1099.4937,1110.5875,1103.4124,1114.5062,2.9375,8.1875,31.1875,-0.5875,-1.6219,0.2500,-1.6375,-3.9094,0.0000,1407
78230,1099.0937,1110.2500,1103.7500,1114.9062,3.0000,8.1875,31.1875,-0.6000,-1.6031,-0.1250,-1.6375,-3.9406,0.0000,1407
78270,1100.1999,1111.4250,1104.5749,1115.8000,3.0000,8.1875,31.1875,-0.6000,-1.5875,0.0000,-1.6375,-3.9750,0.0000,1408
78311,1100.4561,1111.4749,1104.5250,1115.5438,2.9375,8.1250,31.1875,-0.5875,-1.5719,0.1250,-1.6250,-4.0094,0.1250,1408
78351,1099.2031,1110.2468,1103.7531,1114.7968,3.0000,8.0625,31.2500,-0.6000,-1.5500,-0.1250,-1.6125,-4.0344,0.1250,1407
78391,1097.2000,1108.5250,1101.4749,1112.7999,3.0000,8.0625,31.2500,-0.6000,-1.5375,0.0000,-1.6125,-4.0500,0.0000,1405
78430,1096.0687,1107.1375,1100.8624,1111.9312,3.1250,8.0000,31.3125,-0.6250,-1.5219,-0.2500,-1.6000,-4.0594,0.1250,1404
78470,1095.2000,1106.2437,1099.7562,1110.7999,3.1875,7.9375,31.3750,-0.6375,-1.5156,-0.1250,-1.5875,-4.0594,0.1250,1403
78512,1095.3405,1106.3469,1099.6530,1110.6594,3.1875,7.8750,31.3750,-0.6375,-1.5188,0.0000,-1.5750,-4.0531,0.1250,1403
78551,1096.3625,1107.0437,1100.9562,1111.6374,3.2500,7.7500,31.4375,-0.6500,-1.5219,-0.1250,-1.5500,-4.0406,0.2500,1404
78590,1099.3874,1110.2500,1103.7500,1114.6125,3.2500,7.6875,31.5000,-0.6500,-1.5312,0.0000,-1.5375,-4.0188,0.1250,1407
78629,1102.2718,1113.3343,1106.6656,1117.7281,3.2500,7.6875,31.5000,-0.6500,-1.5469,0.0000,-1.5375,-3.9938,0.0000,1410
78671,1105.2844,1116.2968,1109.7031,1120.7155,3.2500,7.6875,31.5625,-0.6500,-1.5594,0.0000,-1.5375,-3.9688,0.0000,1413
78711,1108.2968,1119.5344,1112.4655,1123.7031,3.1875,7.7500,31.6250,-0.6375,-1.5719,0.1250,-1.5500,-3.9438,-0.1250,1416
78751,1109.0280,1120.2531,1113.7468,1124.9719,3.2500,7.8125,31.6875,-0.6500,-1.5844,-0.1250,-1.5625,-3.9250,-0.1250,1417
78791,1109.2781,1120.2281,1113.7718,1124.7218,3.2500,7.8125,31.6875,-0.6500,-1.5969,0.0000,-1.5625,-3.9125,0.0000,1417
78830,1109.6906,1120.0656,1113.9343,1124.3093,3.1875,7.6875,31.6875,-0.6375,-1.6094,0.1250,-1.5375,-3.9000,0.2500,1417
78870,1109.6031,1119.8968,1114.1031,1124.3968,3.1875,7.5625,31.7500,-0.6375,-1.6125,0.0000,-1.5125,-3.8844,0.2500,1417
78911,1109.5093,1119.7156,1114.2843,1124.4906,3.2500,7.4375,31.7500,-0.6500,-1.6125,-0.1250,-1.4875,-3.8656,0.2500,1417
78951,1109.8155,1119.9281,1114.0718,1124.1844,3.1875,7.3125,31.6875,-0.6375,-1.6156,0.1250,-1.4625,-3.8438,0.2500,1417
78991,1107.3281,1117.6218,1112.3781,1122.6718,3.3125,7.2500,31.6875,-0.6625,-1.6125,-0.2500,-1.4500,-3.8219,0.1250,1415
79030,1106.4719,1116.9719,1111.0280,1121.5280,3.3125,7.2500,31.6250,-0.6625,-1.6156,0.0000,-1.4500,-3.8000,0.0000,1414
79070,1105.3530,1116.3593,1109.6406,1120.6469,3.2500,7.3750,31.5625,-0.6500,-1.6187,0.1250,-1.4750,-3.7781,-0.2500,1413
79111,1103.9437,1115.2437,1108.7562,1120.0562,3.3125,7.5625,31.5000,-0.6625,-1.6187,-0.1250,-1.5125,-3.7625,-0.3750,1412
79151,1102.8968,1114.8031,1107.1968,1119.1031,3.2500,7.8750,31.4375,-0.6500,-1.6250,0.1250,-1.5750,-3.7531,-0.6250,1411
79191,1102.9812,1114.4687,1107.5312,1119.0187,3.2500,8.0625,31.3750,-0.6500,-1.6250,0.0000,-1.6125,-3.7563,-0.3750,1411
79229,1103.9312,1115.2437,1108.7562,1120.0687,3.3125,8.1875,31.3125,-0.6625,-1.6250,-0.1250,-1.6375,-3.7688,-0.2500,1412
79270,1105.2750,1116.4124,1109.5875,1120.7249,3.2500,8.2500,31.1875,-0.6500,-1.6312,0.1250,-1.6500,-3.7938,-0.1250,1413
79311,1106.3750,1116.7812,1111.2187,1121.6250,3.3125,8.1250,31.1250,-0.6625,-1.6344,-0.1250,-1.6250,-3.8281,0.2500,1414
79351,1107.7625,1117.9124,1112.0875,1122.2374,3.2500,7.9375,31.0625,-0.6500,-1.6375,0.1250,-1.5875,-3.8625,0.3750,1415
79391,1109.7781,1119.9156,1114.0843,1124.2218,3.1875,7.7500,30.9375,-0.6375,-1.6406,0.1250,-1.5500,-3.8937,0.3750,1417
79430,1109.8093,1119.3718,1114.6281,1124.1906,3.2500,7.4375,30.8750,-0.6500,-1.6344,-0.1250,-1.4875,-3.9188,0.6250,1417
79470,1109.8531,1120.1343,1113.8656,1124.1468,3.1250,7.3125,30.7500,-0.6250,-1.6312,0.2500,-1.4625,-3.9281,0.2500,1417
79511,1108.7749,1119.0000,1113.0000,1123.2250,3.0625,7.1875,30.6250,-0.6125,-1.6250,0.1250,-1.4375,-3.9250,0.2500,1416
79551,1108.2937,1118.9812,1113.0187,1123.7062,3.1250,7.1875,30.5625,-0.6250,-1.6125,-0.1250,-1.4375,-3.9063,0.0000,1416
79591,1108.3218,1119.4906,1112.5093,1123.6781,3.0625,7.3125,30.3750,-0.6125,-1.6062,0.1250,-1.4625,-3.8719,-0.2500,1416
79630,1106.9437,1118.3624,1111.6375,1123.0562,3.1250,7.5000,30.3125,-0.6250,-1.5969,-0.1250,-1.5000,-3.8344,-0.3750,1415
79670,1105.8000,1117.5000,1110.5000,1122.1999,3.1875,7.7500,30.1875,-0.6375,-1.5875,-0.1250,-1.5500,-3.8000,-0.5000,1414
79711,1105.3155,1116.7906,1109.2093,1120.6844,3.0625,7.9375,30.0625,-0.6125,-1.5844,0.2500,-1.5875,-3.7750,-0.3750,1413
79751,1104.0499,1115.3062,1108.6937,1119.9500,3.1250,8.0625,29.9375,-0.6250,-1.5719,-0.1250,-1.6125,-3.7656,-0.2500,1412
79791,1102.5625,1113.3312,1106.6687,1117.4375,3.0625,8.0625,29.8125,-0.6125,-1.5656,0.1250,-1.6125,-3.7719,0.0000,1410
79830,1103.4282,1113.9531,1108.0468,1118.5717,3.1250,8.0000,29.6875,-0.6250,-1.5594,-0.1250,-1.6000,-3.7875,0.1250,1411
79869,1104.8187,1114.5499,1109.4500,1119.1812,3.1875,7.7500,29.6250,-0.6375,-1.5531,-0.1250,-1.5500,-3.8156,0.5000,1412
79909,1106.1062,1115.7812,1110.2187,1119.8937,3.1250,7.5000,29.5625,-0.6250,-1.5562,0.1250,-1.5000,-3.8375,0.5000,1413
79950,1106.8750,1116.7563,1111.2436,1121.1250,3.1250,7.3125,29.4375,-0.6250,-1.5594,0.0000,-1.4625,-3.8531,0.3750,1414
79990,1107.6312,1117.4500,1112.5499,1122.3687,3.2500,7.1250,29.3750,-0.6500,-1.5594,-0.2500,-1.4250,-3.8594,0.3750,1415
80030,1109.7812,1120.0561,1113.9438,1124.2187,3.1875,7.0625,29.3125,-0.6375,-1.5687,0.1250,-1.4125,-3.8500,0.1250,1417
80070,1109.4124,1120.1688,1113.8311,1124.5875,3.1875,7.1250,29.2500,-0.6375,-1.5719,0.0000,-1.4250,-3.8281,-0.1250,1417
80110,1109.0187,1120.0124,1113.9875,1124.9812,3.3125,7.2500,29.1250,-0.6625,-1.5719,-0.2500,-1.4500,-3.7969,-0.2500,1417
80150,1109.1281,1120.3781,1113.6218,1124.8718,3.3125,7.4375,29.0625,-0.6625,-1.5844,0.0000,-1.4875,-3.7625,-0.3750,1417
80190,1108.9749,1120.2374,1113.7625,1125.0250,3.3750,7.6250,29.0000,-0.6750,-1.5937,-0.1250,-1.5250,-3.7313,-0.3750,1417
80230,1109.0687,1120.0875,1113.9124,1124.9312,3.4375,7.7500,28.8750,-0.6875,-1.6094,-0.1250,-1.5500,-3.7094,-0.2500,1417
80270,1108.1656,1119.2093,1112.7906,1123.8343,3.4375,7.8750,28.7500,-0.6875,-1.6250,0.0000,-1.5750,-3.6969,-0.2500,1416
80310,1106.5344,1117.0905,1110.9094,1121.4655,3.3750,7.8750,28.6875,-0.6750,-1.6375,0.1250,-1.5750,-3.7031,0.0000,1414
80350,1105.5156,1115.8344,1110.1655,1120.4843,3.3750,7.8125,28.6250,-0.6750,-1.6500,0.0000,-1.5625,-3.7219,0.1250,1413
80390,1104.6280,1114.6968,1109.3031,1119.3719,3.3750,7.6875,28.5625,-0.6750,-1.6625,0.0000,-1.5375,-3.7469,0.2500,1412
80430,1103.7562,1113.5562,1108.4437,1118.2437,3.3750,7.5000,28.5000,-0.6750,-1.6687,0.0000,-1.5000,-3.7750,0.3750,1411
80470,1103.6250,1113.6687,1108.3312,1118.3750,3.3750,7.3750,28.4375,-0.6750,-1.6781,0.0000,-1.4750,-3.7969,0.2500,1411
80509,1104.7656,1114.7844,1109.2155,1119.2343,3.3125,7.2500,28.3750,-0.6625,-1.6875,0.1250,-1.4500,-3.8094,0.2500,1412
80550,1105.6656,1115.9093,1110.0906,1120.3343,3.2500,7.1875,28.3750,-0.6500,-1.6875,0.1250,-1.4375,-3.8094,0.1250,1413
80590,1106.4312,1116.9000,1111.0999,1121.5687,3.2500,7.1875,28.3125,-0.6500,-1.6844,0.0000,-1.4375,-3.7969,0.0000,1414
80630,1108.4593,1119.1593,1112.8406,1123.5406,3.1875,7.2500,28.3750,-0.6375,-1.6781,0.1250,-1.4500,-3.7750,-0.1250,1416
80670,1109.3593,1120.3093,1113.6906,1124.6406,3.1250,7.3750,28.3750,-0.6250,-1.6656,0.1250,-1.4750,-3.7500,-0.2500,1417
80710,1109.3875,1120.3375,1113.6624,1124.6124,3.0625,7.5000,28.3750,-0.6125,-1.6500,0.1250,-1.5000,-3.7250,-0.2500,1417
80750,1109.2719,1120.2343,1113.7656,1124.7280,3.0625,7.6250,28.3750,-0.6125,-1.6344,0.0000,-1.5250,-3.7063,-0.2500,1417
80790,1109.4094,1120.4030,1113.5969,1124.5905,3.0000,7.7500,28.3750,-0.6000,-1.6187,0.1250,-1.5500,-3.6969,-0.2500,1417
80830,1109.4125,1120.1875,1113.8125,1124.5874,3.0000,7.8125,28.3750,-0.6000,-1.6000,0.0000,-1.5625,-3.7000,-0.1250,1417
80871,1109.6781,1119.9593,1114.0406,1124.3218,3.0000,7.7500,28.4375,-0.6000,-1.5813,0.0000,-1.5500,-3.7156,0.1250,1417
80911,1108.5531,1118.8468,1113.1531,1123.4468,3.0625,7.6875,28.3750,-0.6125,-1.5625,-0.1250,-1.5375,-3.7344,0.1250,1416
80951,1106.8187,1116.5811,1111.4188,1121.1812,3.1250,7.5000,28.4375,-0.6250,-1.5500,-0.1250,-1.5000,-3.7563,0.3750,1414
80991,1105.8344,1115.8281,1110.1718,1120.1655,3.1250,7.3750,28.4375,-0.6250,-1.5437,0.0000,-1.4750,-3.7719,0.2500,1413
81030,1104.7187,1114.9562,1109.0437,1119.2812,3.1250,7.3125,28.4375,-0.6250,-1.5375,0.0000,-1.4625,-3.7813,0.1250,1412
81072,1103.5937,1113.8125,1108.1875,1118.4062,3.1875,7.2500,28.5000,-0.6375,-1.5344,-0.1250,-1.4500,-3.7844,0.1250,1411
81111,1103.4593,1114.1905,1107.8094,1118.5406,3.1875,7.3125,28.5625,-0.6375,-1.5375,0.0000,-1.4625,-3.7781,-0.1250,1411
81150,1104.3125,1115.0500,1108.9499,1119.6875,3.2500,7.3750,28.6250,-0.6500,-1.5437,-0.1250,-1.4750,-3.7688,-0.1250,1412
81190,1105.2906,1116.0281,1109.9718,1120.7093,3.3125,7.4375,28.6875,-0.6625,-1.5531,-0.1250,-1.4875,-3.7563,-0.1250,1413
81230,1107.2656,1118.2719,1111.7280,1122.7343,3.3125,7.5625,28.6875,-0.6625,-1.5687,0.0000,-1.5125,-3.7406,-0.2500,1415
81271,1108.3750,1118.8562,1113.1437,1123.6250,3.3750,7.5625,28.8125,-0.6750,-1.5844,-0.1250,-1.5125,-3.7281,0.0000,1416
81311,1109.6281,1120.0905,1113.9094,1124.3718,3.3125,7.5625,28.8125,-0.6625,-1.6031,0.1250,-1.5125,-3.7188,0.0000,1417
81351,1109.6343,1119.8094,1114.1905,1124.3656,3.3125,7.5000,28.8750,-0.6625,-1.6156,0.0000,-1.5000,-3.7125,0.1250,1417
81390,1109.5000,1119.6499,1114.3500,1124.5000,3.3750,7.4375,28.9375,-0.6750,-1.6250,-0.1250,-1.4875,-3.7125,0.1250,1417
81430,1109.6218,1119.7531,1114.2468,1124.3781,3.3750,7.3750,28.9375,-0.6750,-1.6375,0.0000,-1.4750,-3.7156,0.1250,1417
81471,1109.6187,1119.7313,1114.2686,1124.3812,3.3750,7.3125,28.9375,-0.6750,-1.6500,0.0000,-1.4625,-3.7188,0.1250,1417
81511,1109.3437,1119.7124,1114.2875,1124.6562,3.4375,7.3125,28.9375,-0.6875,-1.6594,-0.1250,-1.4625,-3.7219,0.0000,1417
81551,1108.4561,1119.0999,1112.9000,1123.5438,3.3750,7.3750,28.9375,-0.6750,-1.6719,0.1250,-1.4750,-3.7219,-0.1250,1416
81590,1107.3125,1117.9812,1112.0187,1122.6875,3.3750,7.4375,28.9375,-0.6750,-1.6781,0.0000,-1.4875,-3.7219,-0.1250,1415
81630,1106.0218,1116.9906,1111.0093,1121.9781,3.4375,7.5625,28.9375,-0.6875,-1.6812,-0.1250,-1.5125,-3.7219,-0.2500,1414
81671,1104.2530,1115.2718,1108.7281,1119.7469,3.3750,7.6875,28.8750,-0.6750,-1.6875,0.1250,-1.5375,-3.7219,-0.2500,1412
81711,1103.0968,1114.1781,1107.8218,1118.9031,3.3750,7.8125,28.8125,-0.6750,-1.6875,0.0000,-1.5625,-3.7281,-0.2500,1411
81751,1103.3312,1113.9375,1108.0625,1118.6687,3.3750,7.8125,28.8125,-0.6750,-1.6906,0.0000,-1.5625,-3.7406,0.0000,1411
81789,1100.4500,1111.0875,1104.9124,1115.5499,3.3125,7.8125,28.6875,-0.6625,-1.6937,0.1250,-1.5625,-3.7563,0.0000,1408
81829,1077.5843,1087.7093,1082.2906,1092.4156,3.3125,7.6875,28.6250,-0.6625,-1.6906,0.0000,-1.5375,-3.7750,0.2500,1385
81871,1020.5969,1030.7031,1025.2968,1035.4030,3.3125,7.5625,28.5625,-0.6625,-1.6875,0.0000,-1.5125,-3.7906,0.2500,1328
81911,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,7.5000,28.4375,-0.6250,-1.6844,0.3750,-1.5000,-3.8031,0.1250,1245
81951,1000.0000,1000.0000,1000.0000,1000.0000,3.1875,7.3750,28.4375,-0.6375,-1.6687,-0.1250,-1.4750,-3.8125,0.2500,1162
81990,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,7.3125,28.4375,-0.6250,-1.6594,0.1250,-1.4625,-3.8125,0.1250,1082
82030,1000.0000,1000.0000,1000.0000,1000.0000,3.0625,7.1875,28.4375,-0.6125,-1.6469,0.1250,-1.4375,-3.8063,0.2500,1024
82071,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,7.0625,28.5625,-0.6250,-1.6281,-0.1250,-1.4125,-3.7875,0.2500,999
82110,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,6.8750,28.6875,-0.6250,-1.6156,0.0000,-1.3750,-3.7563,0.3750,1000
82150,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,6.6875,28.8750,-0.6250,-1.6031,0.0000,-1.3375,-3.7094,0.3750,1002
82190,1000.0000,1000.0000,1000.0000,1000.0000,3.1875,6.5000,29.0625,-0.6375,-1.5906,-0.1250,-1.3000,-3.6531,0.3750,1002
82230,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,6.2500,29.3125,-0.6250,-1.5844,0.1250,-1.2500,-3.5875,0.5000,1002
82270,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,6.0625,29.6875,-0.6250,-1.5750,0.0000,-1.2125,-3.5156,0.3750,1003
82310,1000.0000,1000.0000,1000.0000,1000.0000,3.2500,5.8750,30.0625,-0.6500,-1.5656,-0.2500,-1.1750,-3.4406,0.3750,1003
82350,1000.0000,1000.0000,1000.0000,1000.0000,3.1250,5.7500,30.4375,-0.6250,-1.5719,0.2500,-1.1500,-3.3594,0.2500,1003
82390,1000.0000,1000.0000,1000.0000,1000.0000,3.1875,5.6250,30.9375,-0.6375,-1.5687,-0.1250,-1.1250,-3.2781,0.2500,1003
82429,1000.0000,1000.0000,1000.0000,1000.0000,3.2500,5.5625,31.4375,-0.6500,-1.5719,-0.1250,-1.1125,-3.1938,0.1250,1003
82469,1000.0000,1000.0000,1000.0000,1000.0000,3.2500,5.6250,31.9375,-0.6500,-1.5813,0.0000,-1.1250,-3.1125,-0.1250,1003
82510,1000.0000,1000.0000,1000.0000,1000.0000,3.4375,5.6250,32.5625,-0.6875,-1.5875,-0.3750,-1.1250,-3.0406,0.0000,1003
82550,1000.0000,1000.0000,1000.0000,1000.0000,3.5625,5.7500,33.1250,-0.7125,-1.6031,-0.2500,-1.1500,-2.9781,-0.2500,1004
82590,1000.0000,1000.0000,1000.0000,1000.0000,3.7500,5.8750,33.7500,-0.7500,-1.6250,-0.3750,-1.1750,-2.9313,-0.2500,1004
82630,1000.0000,1000.0000,1000.0000,1000.0000,3.9375,6.0000,34.4375,-0.7875,-1.6531,-0.3750,-1.2000,-2.9000,-0.2500,1003